#,Date-Time (MDT),Temperature   (°C),Started,Button Down,Button Up,Low Power Warning,End of File
1913,07/21/2025 10:00:00,20.053,,,,,
1914,07/21/2025 10:15:00,20.289,,,,,
1915,07/21/2025 10:30:00,20.568,,,,,
1916,07/21/2025 10:45:00,20.911,,,,,
1917,07/21/2025 11:00:00,21.276,,,,,
1918,07/21/2025 11:15:00,21.630,,,,,
1919,07/21/2025 11:30:00,21.984,,,,,
1920,07/21/2025 11:45:00,22.327,,,,,
1921,07/21/2025 12:00:00,22.681,,,,,
1922,07/21/2025 12:15:00,23.067,,,,,
1923,07/21/2025 12:30:00,23.335,,,,,
1924,07/21/2025 12:45:00,23.614,,,,,
1925,07/21/2025 13:00:00,24.032,,,,,
1926,07/21/2025 13:15:00,24.375,,,,,
1927,07/21/2025 13:30:00,24.515,,,,,
1928,07/21/2025 13:45:00,24.601,,,,,
1929,07/21/2025 14:00:00,24.847,,,,,
1930,07/21/2025 14:15:00,25.008,,,,,
1931,07/21/2025 14:30:00,25.019,,,,,
1932,07/21/2025 14:45:00,25.105,,,,,
1933,07/21/2025 15:00:00,25.244,,,,,
1934,07/21/2025 15:15:00,25.298,,,,,
1935,07/21/2025 15:30:00,25.319,,,,,
1936,07/21/2025 15:45:00,25.426,,,,,
1937,07/21/2025 16:00:00,25.544,,,,,
1938,07/21/2025 16:15:00,25.652,,,,,
1939,07/21/2025 16:30:00,25.598,,,,,
1940,07/21/2025 16:45:00,25.523,,,,,
1941,07/21/2025 17:00:00,25.459,,,,,
1942,07/21/2025 17:15:00,25.351,,,,,
1943,07/21/2025 17:30:00,25.190,,,,,
1944,07/21/2025 17:45:00,25.083,,,,,
1945,07/21/2025 18:00:00,24.976,,,,,
1946,07/21/2025 18:15:00,24.922,,,,,
1947,07/21/2025 18:30:00,24.826,,,,,
1948,07/21/2025 18:45:00,24.697,,,,,
1949,07/21/2025 19:00:00,24.568,,,,,
1950,07/21/2025 19:15:00,24.461,,,,,
1951,07/21/2025 19:30:00,24.354,,,,,
1952,07/21/2025 19:45:00,24.268,,,,,
1953,07/21/2025 20:00:00,24.161,,,,,
1954,07/21/2025 20:15:00,24.054,,,,,
1955,07/21/2025 20:30:00,23.914,,,,,
1956,07/21/2025 20:45:00,23.839,,,,,
1957,07/21/2025 21:00:00,23.700,,,,,
1958,07/21/2025 21:15:00,23.625,,,,,
1959,07/21/2025 21:30:00,23.528,,,,,
1960,07/21/2025 21:45:00,23.432,,,,,
1961,07/21/2025 22:00:00,23.324,,,,,
1962,07/21/2025 22:15:00,23.185,,,,,
1963,07/21/2025 22:30:00,23.067,,,,,
1964,07/21/2025 22:45:00,22.885,,,,,
1965,07/21/2025 23:00:00,22.713,,,,,
1966,07/21/2025 23:15:00,22.574,,,,,
1967,07/21/2025 23:30:00,22.413,,,,,
1968,07/21/2025 23:45:00,22.252,,,,,
1969,07/22/2025 00:00:00,22.134,,,,,
1970,07/22/2025 00:15:00,22.016,,,,,
1971,07/22/2025 00:30:00,21.909,,,,,
1972,07/22/2025 00:45:00,21.791,,,,,
1973,07/22/2025 01:00:00,21.705,,,,,
1974,07/22/2025 01:15:00,21.576,,,,,
1975,07/22/2025 01:30:00,21.480,,,,,
1976,07/22/2025 01:45:00,21.415,,,,,
1977,07/22/2025 02:00:00,21.319,,,,,
1978,07/22/2025 02:15:00,21.265,,,,,
1979,07/22/2025 02:30:00,21.201,,,,,
1980,07/22/2025 02:45:00,21.158,,,,,
1981,07/22/2025 03:00:00,21.093,,,,,
1982,07/22/2025 03:15:00,21.008,,,,,
1983,07/22/2025 03:30:00,20.911,,,,,
1984,07/22/2025 03:45:00,20.836,,,,,
1985,07/22/2025 04:00:00,20.761,,,,,
1986,07/22/2025 04:15:00,20.632,,,,,
1987,07/22/2025 04:30:00,20.525,,,,,
1988,07/22/2025 04:45:00,20.418,,,,,
1989,07/22/2025 05:00:00,20.321,,,,,
1990,07/22/2025 05:15:00,20.246,,,,,
1991,07/22/2025 05:30:00,20.160,,,,,
1992,07/22/2025 05:45:00,20.096,,,,,
1993,07/22/2025 06:00:00,20.032,,,,,
1994,07/22/2025 06:15:00,19.957,,,,,
1995,07/22/2025 06:30:00,19.903,,,,,
1996,07/22/2025 06:45:00,19.860,,,,,
1997,07/22/2025 07:00:00,19.817,,,,,
1998,07/22/2025 07:15:00,19.774,,,,,
1999,07/22/2025 07:30:00,19.774,,,,,
2000,07/22/2025 07:45:00,19.774,,,,,
2001,07/22/2025 08:00:00,19.817,,,,,
2002,07/22/2025 08:15:00,19.871,,,,,
2003,07/22/2025 08:30:00,19.946,,,,,
2004,07/22/2025 08:45:00,20.042,,,,,
2005,07/22/2025 09:00:00,20.160,,,,,
2006,07/22/2025 09:15:00,20.353,,,,,
2007,07/22/2025 09:30:00,20.536,,,,,
2008,07/22/2025 09:45:00,20.729,,,,,
2009,07/22/2025 10:00:00,20.976,,,,,
2010,07/22/2025 10:15:00,21.276,,,,,
2011,07/22/2025 10:30:00,21.544,,,,,
2012,07/22/2025 10:45:00,21.834,,,,,
2013,07/22/2025 11:00:00,22.166,,,,,
2014,07/22/2025 11:15:00,22.445,,,,,
2015,07/22/2025 11:30:00,22.788,,,,,
2016,07/22/2025 11:45:00,23.142,,,,,
2017,07/22/2025 12:00:00,23.453,,,,,
2018,07/22/2025 12:15:00,23.721,,,,,
2019,07/22/2025 12:30:00,24.021,,,,,
2020,07/22/2025 12:45:00,24.257,,,,,
2021,07/22/2025 13:00:00,24.472,,,,,
2022,07/22/2025 13:15:00,24.772,,,,,
2023,07/22/2025 13:30:00,25.148,,,,,
2024,07/22/2025 13:45:00,25.405,,,,,
2025,07/22/2025 14:00:00,25.502,,,,,
2026,07/22/2025 14:15:00,25.652,,,,,
2027,07/22/2025 14:30:00,25.770,,,,,
2028,07/22/2025 14:45:00,25.770,,,,,
2029,07/22/2025 15:00:00,25.759,,,,,
2030,07/22/2025 15:15:00,25.791,,,,,
2031,07/22/2025 15:30:00,25.802,,,,,
2032,07/22/2025 15:45:00,25.813,,,,,
2033,07/22/2025 16:00:00,25.834,,,,,
2034,07/22/2025 16:15:00,25.845,,,,,
2035,07/22/2025 16:30:00,25.748,,,,,
2036,07/22/2025 16:45:00,25.705,,,,,
2037,07/22/2025 17:00:00,25.555,,,,,
2038,07/22/2025 17:15:00,25.351,,,,,
2039,07/22/2025 17:30:00,25.115,,,,,
2040,07/22/2025 17:45:00,24.890,,,,,
2041,07/22/2025 18:00:00,24.644,,,,,
2042,07/22/2025 18:15:00,24.450,,,,,
2043,07/22/2025 18:30:00,24.268,,,,,
2044,07/22/2025 18:45:00,24.118,,,,,
2045,07/22/2025 19:00:00,23.968,,,,,
2046,07/22/2025 19:15:00,23.903,,,,,
2047,07/22/2025 19:30:00,23.839,,,,,
2048,07/22/2025 19:45:00,23.764,,,,,
2049,07/22/2025 20:00:00,23.689,,,,,
2050,07/22/2025 20:15:00,23.603,,,,,
2051,07/22/2025 20:30:00,23.496,,,,,
2052,07/22/2025 20:45:00,23.432,,,,,
2053,07/22/2025 21:00:00,23.356,,,,,
2054,07/22/2025 21:15:00,23.335,,,,,
2055,07/22/2025 21:30:00,23.281,,,,,
2056,07/22/2025 21:45:00,23.206,,,,,
2057,07/22/2025 22:00:00,23.121,,,,,
2058,07/22/2025 22:15:00,23.035,,,,,
2059,07/22/2025 22:30:00,22.885,,,,,
2060,07/22/2025 22:45:00,22.767,,,,,
2061,07/22/2025 23:00:00,22.584,,,,,
2062,07/22/2025 23:15:00,22.445,,,,,
2063,07/22/2025 23:30:00,22.305,,,,,
2064,07/22/2025 23:45:00,22.166,,,,,
2065,07/23/2025 00:00:00,22.027,,,,,
2066,07/23/2025 00:15:00,21.834,,,,,
2067,07/23/2025 00:30:00,21.683,,,,,
2068,07/23/2025 00:45:00,21.512,,,,,
2069,07/23/2025 01:00:00,21.351,,,,,
2070,07/23/2025 01:15:00,21.211,,,,,
2071,07/23/2025 01:30:00,21.083,,,,,
2072,07/23/2025 01:45:00,20.997,,,,,
2073,07/23/2025 02:00:00,20.890,,,,,
2074,07/23/2025 02:15:00,20.782,,,,,
2075,07/23/2025 02:30:00,20.729,,,,,
2076,07/23/2025 02:45:00,20.643,,,,,
2077,07/23/2025 03:00:00,20.568,,,,,
2078,07/23/2025 03:15:00,20.482,,,,,
2079,07/23/2025 03:30:00,20.396,,,,,
2080,07/23/2025 03:45:00,20.311,,,,,
2081,07/23/2025 04:00:00,20.235,,,,,
2082,07/23/2025 04:15:00,20.160,,,,,
2083,07/23/2025 04:30:00,20.118,,,,,
2084,07/23/2025 04:45:00,20.042,,,,,
2085,07/23/2025 05:00:00,19.978,,,,,
2086,07/23/2025 05:15:00,19.914,,,,,
2087,07/23/2025 05:30:00,19.828,,,,,
2088,07/23/2025 05:45:00,19.764,,,,,
2089,07/23/2025 06:00:00,19.710,,,,,
2090,07/23/2025 06:15:00,19.678,,,,,
2091,07/23/2025 06:30:00,19.613,,,,,
2092,07/23/2025 06:45:00,19.581,,,,,
2093,07/23/2025 07:00:00,19.581,,,,,
2094,07/23/2025 07:15:00,19.581,,,,,
2095,07/23/2025 07:30:00,19.613,,,,,
2096,07/23/2025 07:45:00,19.646,,,,,
2097,07/23/2025 08:00:00,19.678,,,,,
2098,07/23/2025 08:15:00,19.678,,,,,
2099,07/23/2025 08:30:00,19.721,,,,,
2100,07/23/2025 08:45:00,19.828,,,,,
2101,07/23/2025 09:00:00,19.946,,,,,
2102,07/23/2025 09:15:00,20.053,,,,,
2103,07/23/2025 09:30:00,20.150,,,,,
2104,07/23/2025 09:45:00,20.246,,,,,
2105,07/23/2025 10:00:00,20.504,,,,,
2106,07/23/2025 10:15:00,20.847,,,,,
2107,07/23/2025 10:30:00,21.115,,,,,
2108,07/23/2025 10:45:00,21.372,,,,,
2109,07/23/2025 11:00:00,21.683,,,,,
2110,07/23/2025 11:15:00,22.027,,,,,
2111,07/23/2025 11:30:00,22.402,,,,,
2112,07/23/2025 11:45:00,22.681,,,,,
2113,07/23/2025 12:00:00,23.024,,,,,
2114,07/23/2025 12:15:00,23.335,,,,,
2115,07/23/2025 12:30:00,23.496,,,,,
2116,07/23/2025 12:45:00,23.753,,,,,
2117,07/23/2025 13:00:00,24.182,,,,,
2118,07/23/2025 13:15:00,24.408,,,,,
2119,07/23/2025 13:30:00,24.633,,,,,
2120,07/23/2025 13:45:00,24.815,,,,,
2121,07/23/2025 14:00:00,24.955,,,,,
2122,07/23/2025 14:15:00,25.212,,,,,
2123,07/23/2025 14:30:00,25.351,,,,,
2124,07/23/2025 14:45:00,25.523,,,,,
2125,07/23/2025 15:00:00,25.737,,,,,
2126,07/23/2025 15:15:00,25.823,,,,,
2127,07/23/2025 15:30:00,25.813,,,,,
2128,07/23/2025 15:45:00,25.737,,,,,
2129,07/23/2025 16:00:00,25.662,,,,,
2130,07/23/2025 16:15:00,25.587,,,,,
2131,07/23/2025 16:30:00,25.448,,,,,
2132,07/23/2025 16:45:00,25.255,,,,,
2133,07/23/2025 17:00:00,25.073,,,,,
2134,07/23/2025 17:15:00,24.955,,,,,
2135,07/23/2025 17:30:00,24.879,,,,,
2136,07/23/2025 17:45:00,24.826,,,,,
2137,07/23/2025 18:00:00,24.804,,,,,
2138,07/23/2025 18:15:00,24.633,,,,,
2139,07/23/2025 18:30:00,24.472,,,,,
2140,07/23/2025 18:45:00,24.300,,,,,
2141,07/23/2025 19:00:00,24.193,,,,,
2142,07/23/2025 19:15:00,24.172,,,,,
2143,07/23/2025 19:30:00,24.193,,,,,
2144,07/23/2025 19:45:00,24.236,,,,,
2145,07/23/2025 20:00:00,24.236,,,,,
2146,07/23/2025 20:15:00,24.150,,,,,
2147,07/23/2025 20:30:00,24.032,,,,,
2148,07/23/2025 20:45:00,23.871,,,,,
2149,07/23/2025 21:00:00,23.721,,,,,
2150,07/23/2025 21:15:00,23.539,,,,,
2151,07/23/2025 21:30:00,23.442,,,,,
2152,07/23/2025 21:45:00,23.356,,,,,
2153,07/23/2025 22:00:00,23.206,,,,,
2154,07/23/2025 22:15:00,23.067,,,,,
2155,07/23/2025 22:30:00,22.874,,,,,
2156,07/23/2025 22:45:00,22.681,,,,,
2157,07/23/2025 23:00:00,22.531,,,,,
2158,07/23/2025 23:15:00,22.402,,,,,
2159,07/23/2025 23:30:00,22.273,,,,,
2160,07/23/2025 23:45:00,22.123,,,,,
2161,07/24/2025 00:00:00,22.048,,,,,
2162,07/24/2025 00:15:00,21.930,,,,,
2163,07/24/2025 00:30:00,21.812,,,,,
2164,07/24/2025 00:45:00,21.683,,,,,
2165,07/24/2025 01:00:00,21.555,,,,,
2166,07/24/2025 01:15:00,21.447,,,,,
2167,07/24/2025 01:30:00,21.362,,,,,
2168,07/24/2025 01:45:00,21.254,,,,,
2169,07/24/2025 02:00:00,21.158,,,,,
2170,07/24/2025 02:15:00,21.072,,,,,
2171,07/24/2025 02:30:00,20.954,,,,,
2172,07/24/2025 02:45:00,20.836,,,,,
2173,07/24/2025 03:00:00,20.761,,,,,
2174,07/24/2025 03:15:00,20.632,,,,,
2175,07/24/2025 03:30:00,20.525,,,,,
2176,07/24/2025 03:45:00,20.429,,,,,
2177,07/24/2025 04:00:00,20.343,,,,,
2178,07/24/2025 04:15:00,20.289,,,,,
2179,07/24/2025 04:30:00,20.182,,,,,
2180,07/24/2025 04:45:00,20.139,,,,,
2181,07/24/2025 05:00:00,20.085,,,,,
2182,07/24/2025 05:15:00,20.000,,,,,
2183,07/24/2025 05:30:00,19.924,,,,,
2184,07/24/2025 05:45:00,19.817,,,,,
2185,07/24/2025 06:00:00,19.753,,,,,
2186,07/24/2025 06:15:00,19.678,,,,,
2187,07/24/2025 06:30:00,19.613,,,,,
2188,07/24/2025 06:45:00,19.560,,,,,
2189,07/24/2025 07:00:00,19.495,,,,,
2190,07/24/2025 07:15:00,19.453,,,,,
2191,07/24/2025 07:30:00,19.485,,,,,
2192,07/24/2025 07:45:00,19.571,,,,,
2193,07/24/2025 08:00:00,19.613,,,,,
2194,07/24/2025 08:15:00,19.689,,,,,
2195,07/24/2025 08:30:00,19.817,,,,,
2196,07/24/2025 08:45:00,19.914,,,,,
2197,07/24/2025 09:00:00,19.989,,,,,
2198,07/24/2025 09:15:00,20.193,,,,,
2199,07/24/2025 09:30:00,20.343,,,,,
2200,07/24/2025 09:45:00,20.525,,,,,
2201,07/24/2025 10:00:00,20.707,,,,,
2202,07/24/2025 10:15:00,20.954,,,,,
2203,07/24/2025 10:30:00,21.254,,,,,
2204,07/24/2025 10:45:00,21.544,,,,,
2205,07/24/2025 11:00:00,21.855,,,,,
2206,07/24/2025 11:15:00,22.177,,,,,
2207,07/24/2025 11:30:00,22.488,,,,,
2208,07/24/2025 11:45:00,22.810,,,,,
2209,07/24/2025 12:00:00,23.174,,,,,
2210,07/24/2025 12:15:00,23.539,,,,,
2211,07/24/2025 12:30:00,23.882,,,,,
2212,07/24/2025 12:45:00,24.268,,,,,
2213,07/24/2025 13:00:00,24.654,,,,,
2214,07/24/2025 13:15:00,24.837,,,,,
2215,07/24/2025 13:30:00,25.137,,,,,
2216,07/24/2025 13:45:00,25.523,,,,,
2217,07/24/2025 14:00:00,25.727,,,,,
2218,07/24/2025 14:15:00,25.834,,,,,
2219,07/24/2025 14:30:00,25.984,,,,,
2220,07/24/2025 14:45:00,26.113,,,,,
2221,07/24/2025 15:00:00,26.113,,,,,
2222,07/24/2025 15:15:00,26.124,,,,,
2223,07/24/2025 15:30:00,26.113,,,,,
2224,07/24/2025 15:45:00,26.027,,,,,
2225,07/24/2025 16:00:00,25.834,,,,,
2226,07/24/2025 16:15:00,25.695,,,,,
2227,07/24/2025 16:30:00,25.512,,,,,
2228,07/24/2025 16:45:00,25.319,,,,,
2229,07/24/2025 17:00:00,25.233,,,,,
2230,07/24/2025 17:15:00,25.148,,,,,
2231,07/24/2025 17:30:00,25.030,,,,,
2232,07/24/2025 17:45:00,25.030,,,,,
2233,07/24/2025 18:00:00,25.030,,,,,
2234,07/24/2025 18:15:00,24.987,,,,,
2235,07/24/2025 18:30:00,24.890,,,,,
2236,07/24/2025 18:45:00,24.804,,,,,
2237,07/24/2025 19:00:00,24.665,,,,,
2238,07/24/2025 19:15:00,24.547,,,,,
2239,07/24/2025 19:30:00,24.450,,,,,
2240,07/24/2025 19:45:00,24.354,,,,,
2241,07/24/2025 20:00:00,24.300,,,,,
2242,07/24/2025 20:15:00,24.236,,,,,
2243,07/24/2025 20:30:00,24.097,,,,,
2244,07/24/2025 20:45:00,23.914,,,,,
2245,07/24/2025 21:00:00,23.732,,,,,
2246,07/24/2025 21:15:00,23.560,,,,,
2247,07/24/2025 21:30:00,23.346,,,,,
2248,07/24/2025 21:45:00,23.196,,,,,
2249,07/24/2025 22:00:00,23.078,,,,,
2250,07/24/2025 22:15:00,22.949,,,,,
2251,07/24/2025 22:30:00,22.831,,,,,
2252,07/24/2025 22:45:00,22.681,,,,,
2253,07/24/2025 23:00:00,22.541,,,,,
2254,07/24/2025 23:15:00,22.391,,,,,
2255,07/24/2025 23:30:00,22.177,,,,,
2256,07/24/2025 23:45:00,22.016,,,,,
2257,07/25/2025 00:00:00,21.855,,,,,
2258,07/25/2025 00:15:00,21.694,,,,,
2259,07/25/2025 00:30:00,21.576,,,,,
2260,07/25/2025 00:45:00,21.458,,,,,
2261,07/25/2025 01:00:00,21.340,,,,,
2262,07/25/2025 01:15:00,21.265,,,,,
2263,07/25/2025 01:30:00,21.147,,,,,
2264,07/25/2025 01:45:00,21.061,,,,,
2265,07/25/2025 02:00:00,20.965,,,,,
2266,07/25/2025 02:15:00,20.868,,,,,
2267,07/25/2025 02:30:00,20.782,,,,,
2268,07/25/2025 02:45:00,20.707,,,,,
2269,07/25/2025 03:00:00,20.686,,,,,
2270,07/25/2025 03:15:00,20.632,,,,,
2271,07/25/2025 03:30:00,20.568,,,,,
2272,07/25/2025 03:45:00,20.536,,,,,
2273,07/25/2025 04:00:00,20.439,,,,,
2274,07/25/2025 04:15:00,20.364,,,,,
2275,07/25/2025 04:30:00,20.268,,,,,
2276,07/25/2025 04:45:00,20.182,,,,,
2277,07/25/2025 05:00:00,20.075,,,,,
2278,07/25/2025 05:15:00,19.978,,,,,
2279,07/25/2025 05:30:00,19.882,,,,,
2280,07/25/2025 05:45:00,19.796,,,,,
2281,07/25/2025 06:00:00,19.699,,,,,
2282,07/25/2025 06:15:00,19.571,,,,,
2283,07/25/2025 06:30:00,19.485,,,,,
2284,07/25/2025 06:45:00,19.399,,,,,
2285,07/25/2025 07:00:00,19.335,,,,,
2286,07/25/2025 07:15:00,19.270,,,,,
2287,07/25/2025 07:30:00,19.281,,,,,
2288,07/25/2025 07:45:00,19.292,,,,,
2289,07/25/2025 08:00:00,19.324,,,,,
2290,07/25/2025 08:15:00,19.388,,,,,
2291,07/25/2025 08:30:00,19.485,,,,,
2292,07/25/2025 08:45:00,19.581,,,,,
2293,07/25/2025 09:00:00,19.689,,,,,
2294,07/25/2025 09:15:00,19.839,,,,,
2295,07/25/2025 09:30:00,20.021,,,,,
2296,07/25/2025 09:45:00,20.182,,,,,
2297,07/25/2025 10:00:00,20.429,,,,,
2298,07/25/2025 10:15:00,20.686,,,,,
2299,07/25/2025 10:30:00,20.943,,,,,
2300,07/25/2025 10:45:00,21.233,,,,,
2301,07/25/2025 11:00:00,21.555,,,,,
2302,07/25/2025 11:15:00,21.887,,,,,
2303,07/25/2025 11:30:00,22.209,,,,,
2304,07/25/2025 11:45:00,22.584,,,,,
2305,07/25/2025 12:00:00,22.949,,,,,
2306,07/25/2025 12:15:00,23.335,,,,,
2307,07/25/2025 12:30:00,23.689,,,,,
2308,07/25/2025 12:45:00,24.043,,,,,
2309,07/25/2025 13:00:00,24.440,,,,,
2310,07/25/2025 13:15:00,24.804,,,,,
2311,07/25/2025 13:30:00,25.126,,,,,
2312,07/25/2025 13:45:00,25.459,,,,,
2313,07/25/2025 14:00:00,25.759,,,,,
2314,07/25/2025 14:15:00,26.006,,,,,
2315,07/25/2025 14:30:00,26.263,,,,,
2316,07/25/2025 14:45:00,26.467,,,,,
2317,07/25/2025 15:00:00,26.574,,,,,
2318,07/25/2025 15:15:00,26.574,,,,,
2319,07/25/2025 15:30:00,26.445,,,,,
2320,07/25/2025 15:45:00,26.295,,,,,
2321,07/25/2025 16:00:00,26.177,,,,,
2322,07/25/2025 16:15:00,26.027,,,,,
2323,07/25/2025 16:30:00,25.802,,,,,
2324,07/25/2025 16:45:00,25.448,,,,,
2325,07/25/2025 17:00:00,25.190,,,,,
2326,07/25/2025 17:15:00,25.201,,,,,
2327,07/25/2025 17:30:00,25.212,,,,,
2328,07/25/2025 17:45:00,25.201,,,,,
2329,07/25/2025 18:00:00,25.190,,,,,
2330,07/25/2025 18:15:00,25.051,,,,,
2331,07/25/2025 18:30:00,24.783,,,,,
2332,07/25/2025 18:45:00,24.515,,,,,
2333,07/25/2025 19:00:00,24.311,,,,,
2334,07/25/2025 19:15:00,24.247,,,,,
2335,07/25/2025 19:30:00,24.257,,,,,
2336,07/25/2025 19:45:00,24.332,,,,,
2337,07/25/2025 20:00:00,24.365,,,,,
2338,07/25/2025 20:15:00,24.375,,,,,
2339,07/25/2025 20:30:00,24.268,,,,,
2340,07/25/2025 20:45:00,24.172,,,,,
2341,07/25/2025 21:00:00,24.075,,,,,
2342,07/25/2025 21:15:00,23.968,,,,,
2343,07/25/2025 21:30:00,23.818,,,,,
2344,07/25/2025 21:45:00,23.646,,,,,
2345,07/25/2025 22:00:00,23.464,,,,,
2346,07/25/2025 22:15:00,23.292,,,,,
2347,07/25/2025 22:30:00,23.131,,,,,
2348,07/25/2025 22:45:00,22.960,,,,,
2349,07/25/2025 23:00:00,22.810,,,,,
2350,07/25/2025 23:15:00,22.659,,,,,
2351,07/25/2025 23:24:14,,,Logged,,,
2352,07/25/2025 23:30:00,22.520,,,,,
2353,07/25/2025 23:45:00,22.370,,,,,
2354,07/26/2025 00:00:00,22.230,,,,,
2355,07/26/2025 00:15:00,22.102,,,,,
2356,07/26/2025 00:30:00,21.962,,,,,
2357,07/26/2025 00:45:00,21.834,,,,,
2358,07/26/2025 01:00:00,21.640,,,,,
2359,07/26/2025 01:15:00,21.480,,,,,
2360,07/26/2025 01:30:00,21.329,,,,,
2361,07/26/2025 01:45:00,21.233,,,,,
2362,07/26/2025 02:00:00,21.104,,,,,
2363,07/26/2025 02:15:00,20.976,,,,,
2364,07/26/2025 02:30:00,20.922,,,,,
2365,07/26/2025 02:45:00,20.825,,,,,
2366,07/26/2025 03:00:00,20.697,,,,,
2367,07/26/2025 03:15:00,20.557,,,,,
2368,07/26/2025 03:30:00,20.429,,,,,
2369,07/26/2025 03:45:00,20.332,,,,,
2370,07/26/2025 04:00:00,20.203,,,,,
2371,07/26/2025 04:15:00,20.107,,,,,
2372,07/26/2025 04:30:00,20.010,,,,,
2373,07/26/2025 04:45:00,19.914,,,,,
2374,07/26/2025 05:00:00,19.806,,,,,
2375,07/26/2025 05:15:00,19.710,,,,,
2376,07/26/2025 05:30:00,19.581,,,,,
2377,07/26/2025 05:45:00,19.495,,,,,
2378,07/26/2025 06:00:00,19.420,,,,,
2379,07/26/2025 06:15:00,19.324,,,,,
2380,07/26/2025 06:30:00,19.249,,,,,
2381,07/26/2025 06:45:00,19.195,,,,,
2382,07/26/2025 07:00:00,19.109,,,,,
2383,07/26/2025 07:15:00,19.077,,,,,
2384,07/26/2025 07:30:00,19.066,,,,,
2385,07/26/2025 07:45:00,19.077,,,,,
2386,07/26/2025 08:00:00,19.142,,,,,
2387,07/26/2025 08:15:00,19.238,,,,,
2388,07/26/2025 08:30:00,19.249,,,,,
2389,07/26/2025 08:45:00,19.335,,,,,
2390,07/26/2025 09:00:00,19.517,,,,,
2391,07/26/2025 09:15:00,19.689,,,,,
2392,07/26/2025 09:30:00,19.849,,,,,
2393,07/26/2025 09:45:00,20.075,,,,,
2394,07/26/2025 10:00:00,20.300,,,,,
2395,07/26/2025 10:15:00,20.589,,,,,
2396,07/26/2025 10:30:00,20.868,,,,,
2397,07/26/2025 10:45:00,21.201,,,,,
2398,07/26/2025 11:00:00,21.544,,,,,
2399,07/26/2025 11:15:00,21.887,,,,,
2400,07/26/2025 11:30:00,22.263,,,,,
2401,07/26/2025 11:45:00,22.616,,,,,
2402,07/26/2025 12:00:00,22.981,,,,,
2403,07/26/2025 12:15:00,23.389,,,,,
2404,07/26/2025 12:30:00,23.743,,,,,
2405,07/26/2025 12:45:00,23.861,,,,,
2406,07/26/2025 13:00:00,23.989,,,,,
2407,07/26/2025 13:15:00,24.332,,,,,
2408,07/26/2025 13:30:00,24.418,,,,,
2409,07/26/2025 13:45:00,24.311,,,,,
2410,07/26/2025 14:00:00,24.161,,,,,
2411,07/26/2025 14:15:00,23.979,,,,,
2412,07/26/2025 14:30:00,23.828,,,,,
2413,07/26/2025 14:45:00,24.021,,,,,
2414,07/26/2025 15:00:00,24.397,,,,,
2415,07/26/2025 15:15:00,24.633,,,,,
2416,07/26/2025 15:30:00,24.901,,,,,
2417,07/26/2025 15:45:00,25.030,,,,,
2418,07/26/2025 16:00:00,25.073,,,,,
2419,07/26/2025 16:15:00,25.019,,,,,
2420,07/26/2025 16:30:00,24.997,,,,,
2421,07/26/2025 16:45:00,24.869,,,,,
2422,07/26/2025 17:00:00,24.590,,,,,
2423,07/26/2025 17:15:00,24.193,,,,,
2424,07/26/2025 17:30:00,24.075,,,,,
2425,07/26/2025 17:45:00,24.097,,,,,
2426,07/26/2025 18:00:00,24.129,,,,,
2427,07/26/2025 18:15:00,24.214,,,,,
2428,07/26/2025 18:30:00,24.268,,,,,
2429,07/26/2025 18:45:00,24.236,,,,,
2430,07/26/2025 19:00:00,24.118,,,,,
2431,07/26/2025 19:15:00,23.957,,,,,
2432,07/26/2025 19:30:00,23.818,,,,,
2433,07/26/2025 19:45:00,23.732,,,,,
2434,07/26/2025 20:00:00,23.732,,,,,
2435,07/26/2025 20:15:00,23.689,,,,,
2436,07/26/2025 20:30:00,23.646,,,,,
2437,07/26/2025 20:45:00,23.550,,,,,
2438,07/26/2025 21:00:00,23.421,,,,,
2439,07/26/2025 21:15:00,23.271,,,,,
2440,07/26/2025 21:30:00,23.121,,,,,
2441,07/26/2025 21:45:00,23.003,,,,,
2442,07/26/2025 22:00:00,22.831,,,,,
2443,07/26/2025 22:15:00,22.724,,,,,
2444,07/26/2025 22:30:00,22.616,,,,,
2445,07/26/2025 22:45:00,22.488,,,,,
2446,07/26/2025 23:00:00,22.359,,,,,
2447,07/26/2025 23:15:00,22.209,,,,,
2448,07/26/2025 23:30:00,22.069,,,,,
2449,07/26/2025 23:45:00,21.898,,,,,
2450,07/27/2025 00:00:00,21.758,,,,,
2451,07/27/2025 00:15:00,21.608,,,,,
2452,07/27/2025 00:30:00,21.469,,,,,
2453,07/27/2025 00:45:00,21.351,,,,,
2454,07/27/2025 01:00:00,21.222,,,,,
2455,07/27/2025 01:15:00,21.104,,,,,
2456,07/27/2025 01:30:00,20.954,,,,,
2457,07/27/2025 01:45:00,20.825,,,,,
2458,07/27/2025 02:00:00,20.697,,,,,
2459,07/27/2025 02:15:00,20.579,,,,,
2460,07/27/2025 02:30:00,20.450,,,,,
2461,07/27/2025 02:45:00,20.278,,,,,
2462,07/27/2025 03:00:00,20.150,,,,,
2463,07/27/2025 03:15:00,20.010,,,,,
2464,07/27/2025 03:30:00,19.860,,,,,
2465,07/27/2025 03:45:00,19.742,,,,,
2466,07/27/2025 04:00:00,19.613,,,,,
2467,07/27/2025 04:15:00,19.485,,,,,
2468,07/27/2025 04:30:00,19.335,,,,,
2469,07/27/2025 04:45:00,19.227,,,,,
2470,07/27/2025 05:00:00,19.109,,,,,
